"ID","Year","Title"
3961,1985,"Ghoulies"
3962,1987,"Ghoulies II"
3963,1964,"Unsinkable Molly Brown, The"
3964,1949,"Adventures of Ichabod and Mr. Toad, The"
3965,1946,"Strange Love of Martha Ivers, The"
3966,1945,"Detour"
3967,2000,"Billy Elliot"
3968,2000,"Bedazzled"
3969,2000,"Pay It Forward"
3970,1981,"Beyond, The"
3971,1981,"Private Eyes, The"
3972,1994,"Legend of Drunken Master, The"
3973,2000,"Book of Shadows: Blair Witch 2"
3975,2000,"Lucky Numbers"
3976,2000,"Stardom"
3977,2000,"Charlie's Angels"
3978,2000,"Legend of Bagger Vance, The"
3979,2000,"Little Nicky"
3980,2000,"Men of Honor"
3981,2000,"Red Planet"
3983,2000,"You Can Count on Me"
3984,1971,"Diamonds Are Forever"
3985,1976,"Eagle Has Landed, The"
3986,2000,"6th Day, The"
3987,2000,"Bounce"
3988,2000,"How the Grinch Stole Christmas"
3989,1999,"One Day in September"
3990,2000,"Rugrats in Paris: The Movie"
3991,2000,"102 Dalmatians"
3992,2000,"Malèna"
3993,2000,"Quills"
3994,2000,"Unbreakable"
3996,2000,"Crouching Tiger, Hidden Dragon"
3997,2000,"Dungeons & Dragons"
3998,2000,"Proof of Life"
3999,2000,"Vertical Limit"
4000,1984,"Bounty, The"
4001,1985,"Code of Silence"
4002,1987,"Planes, Trains & Automobiles"
4003,1988,"She's Having a Baby"
4005,1987,"Living Daylights, The"
4006,1986,"Transformers: The Movie"
4007,1987,"Wall Street"
4008,1989,"Born on the Fourth of July"
4009,1988,"Talk Radio"
4010,1985,"Brewster's Millions"
4011,2000,"Snatch"
4012,1988,"Punchline"
4014,2000,"Chocolat"
4015,2000,"Dude, Where's My Car?"
4016,2000,"Emperor's New Groove, The"
4017,2000,"Pollock"
4018,2000,"What Women Want"
4019,2000,"Finding Forrester"
4020,2000,"Gift, The"
4021,2000,"Before Night Falls"
4022,2000,"Cast Away"
4023,2000,"Family Man, The"
4024,2000,"House of Mirth, The"
4025,2000,"Miss Congeniality"
4026,1999,"Nowhere to Hide"
4027,2000,"O Brother, Where Art Thou?"
4029,2000,"State and Main"
4030,2000,"Dracula 2000"
4031,2000,"All the Pretty Horses"
4033,2000,"Thirteen Days"
4034,2000,"Traffic"
4035,2000,"Claim, The"
4036,2000,"Shadow of the Vampire"
4037,1987,"House of Games"
4039,1982,"Annie"
4040,1991,"Don't Tell Mom the Babysitter's Dead"
4041,1982,"Officer and a Gentleman, An"
4042,1960,"Alamo, The"
4043,1986,"At Close Range"
4045,1975,"Breakheart Pass"
4046,1956,"Friendly Persuasion"
4047,1993,"Gettysburg"
4048,1994,"Imaginary Crimes"
4051,1960,"Horrors of Spider Island"
4052,2001,"Antitrust"
4053,2001,"Double Take"
4054,2001,"Save the Last Dance"
4055,2000,"Panic"
4056,2001,"Pledge, The"
4060,1992,"Love Field"
4061,1991,"The Man in the Moon"
4062,1988,"Mystic Pizza"
4063,1992,"Prelude to a Kiss"
4066,1988,"I'm Gonna Git You Sucka"
4067,1993,"Untamed Heart"
4068,2001,"Sugar & Spice"
4069,2001,"Wedding Planner, The"
4073,2001,"Invisible Circus, The"
4076,1999,"Two Ninas"
4077,2000,"With a Friend Like Harry..."
4079,1987,"Amazon Women on the Moon"
4080,1987,"Baby Boom"
4081,1987,"Back to the Beach"
4082,1987,"Barfly"
4084,1987,"Beverly Hills Cop II"
4085,1984,"Beverly Hills Cop"
4086,1987,"Big Easy, The"
4088,1987,"Big Town, The"
4089,1987,"Born in East L.A."
4090,1987,"Brave Little Toaster, The"
4091,1987,"Can't Buy Me Love"
4092,1987,"Cherry 2000"
4095,1987,"Cry Freedom"
4098,1987,"Dead, The"
4101,1987,"Dogs in Space"
4102,1987,"Eddie Murphy Raw"
4103,1987,"Empire of the Sun"
4104,1987,"Ernest Goes to Camp"
4105,1981,"Evil Dead, The"
4106,1987,"Extreme Prejudice"
4108,1987,"Five Corners"
4109,1987,"Flowers in the Attic"
4111,1987,"Gardens of Stone"
4114,1987,"Good Morning, Babylon"
4115,1987,"Hiding Out"
4116,1987,"Hollywood Shuffle"
4117,1987,"Hope and Glory"
4121,1987,"Innerspace"
4122,1987,"Ironweed"
4123,1987,"Ishtar"
4124,1987,"Jaws: The Revenge"
4126,1987,"Less Than Zero"
4128,1987,"Lost Boys, The"
4130,1987,"Maid to Order"
4131,1987,"Making Mr. Right"
4132,1987,"Mannequin"
4133,1987,"Masters of the Universe"
4135,1987,"Monster Squad, The"
4136,1987,"Month in the Country, A"
4139,1987,"No Man's Land"
4140,1987,"North Shore"
4141,2001,"Head Over Heels"
4142,2000,"Left Behind: The Movie"
4143,2001,"Valentine"
4144,2000,"In the Mood For Love"
4146,2001,"Million Dollar Hotel, The"
4148,2001,"Hannibal"
4149,2001,"Saving Silverman"
4151,2000,"Taste of Others, The"
4153,2001,"Down to Earth"
4155,2001,"Sweet November"
4156,2000,"Company Man"
4158,2001,"Monkeybone"
4159,2001,"3000 Miles to Graceland"
4161,2001,"Mexican, The"
4162,2001,"See Spot Run"
4166,2001,"Series 7: The Contenders"
4167,2001,"15 Minutes"
4168,2001,"Get Over It"
4169,2001,"Blow Dry"
4171,2000,"Long Night's Journey Into Day"
4173,2000,"When Brendan Met Trudy"
4174,1990,"Avalon"
4175,1996,"Gray's Anatomy"
4177,1980,"Mirror Crack'd, The"
4178,1939,"Of Mice and Men"
4179,1981,"Pixote"
4180,1986,"Reform School Girls"
4181,1988,"Tapeheads"
4183,1989,"Unbelievable Truth, The"
4184,1947,"Bishop's Wife, The"
4185,1970,"Elvis: That's the Way It Is"
4186,1966,"Fortune Cookie, The"
4187,1963,"Lilies of the Field"
4188,1952,"Hans Christian Andersen"
4189,1965,"Greatest Story Ever Told, The"
4190,1960,"Elmer Gantry"
4191,1966,"Alfie"
4194,1945,"I Know Where I'm Going!"
4195,1971,"Abominable Dr. Phibes, The"
4197,1979,"Real Life"
4198,1980,"Battle Beyond the Stars"
4200,1991,"Double Impact"
4201,1978,"End, The"
4203,1991,"Harley Davidson and the Marlboro Man"
4205,1990,"Mermaids"
4207,1990,"Navy Seals"
4208,1997,"Unmade Beds"
4210,1986,"Manhunter"
4211,1990,"Reversal of Fortune"
4212,1978,"Death on the Nile"
4213,1989,"Deepstar Six"
4214,1984,"Revenge of the Nerds"
4215,1987,"Revenge of the Nerds II: Nerds in Paradise"
4216,1990,"Longtime Companion"
4217,1997,"4 Little Girls"
4218,1986,"River's Edge"
4219,1985,"Girls Just Want to Have Fun"
4220,1974,"Longest Yard, The"
4221,1991,"Necessary Roughness"
4222,1984,"C.H.U.D."
4223,2001,"Enemy at the Gates"
4224,2001,"Exit Wounds"
4225,2001,"Dish, The"
4226,2000,"Memento"
4228,2001,"Heartbreakers"
4229,2001,"Say It Isn't So"
4231,2001,"Someone Like You"
4232,2001,"Spy Kids"
4233,2001,"Tomcats"
4234,2001,"Tailor of Panama, The"
4235,2000,"Amores Perros"
4236,2000,"Keep the River on Your Right: A Modern Cannibal Tale"
4237,2000,"Gleaners & I, The"
4238,2001,"Along Came a Spider"
4239,2001,"Blow"
4241,2001,"Pokémon 3: The Movie"
4246,2001,"Bridget Jones's Diary"
4247,2001,"Joe Dirt"
4248,2001,"Josie and the Pussycats"
4251,2000,"Chopper"
4252,2000,"Circle, The"
4254,2001,"Crocodile Dundee in Los Angeles"
4255,2001,"Freddy Got Fingered"
4262,1983,"Scarface"
4263,1962,"Days of Wine and Roses"
4265,2001,"Driven"
4266,2001,"Forsaken, The"
4267,2001,"One Night at McCool's"
4268,2001,"Town & Country"
4270,2001,"Mummy Returns, The"
4271,2000,"Eureka"
4273,2000,"Under the Sand"
4274,1963,"Cleopatra"
4275,1983,"Krull"
4276,1985,"Lost in America"
4277,1925,"Lost World, The"
4278,1934,"Triumph of the Will"
4279,1989,"True Believer"
4280,1982,"World According to Garp, The"
4281,1968,"Candy"
4282,1969,"Fellini Satyricon"
4284,1966,"Frankie and Johnny"
4290,1991,"For the Boys"
4291,1980,"Nine to Five"
4292,1979,"Norma Rae"
4293,1985,"Summer Rental"
4294,1953,"5,000 Fingers of Dr. T, The"
4296,1970,"Love Story"
4297,1987,"Pelle the Conqueror"
4298,1955,"Rififi"
4299,2001,"Knight's Tale, A"
4300,2000,"Bread and Roses"
4302,2000,"King Is Alive, The"
4304,2001,"Startup.com"
4305,2001,"Angel Eyes"
4306,2001,"Shrek"
4308,2001,"Moulin Rouge"
4310,2001,"Pearl Harbor"
4312,1999,"Himalaya"
4316,1978,"Ice Castles"
4317,1992,"Love Potion #9"
4318,1990,"Postcards From the Edge"
4319,1954,"Apache"
4321,1991,"City Slickers"
4322,1988,"Eight Men Out"
4324,1955,"Kentuckian, The"
4326,1988,"Mississippi Burning"
4327,1960,"Magnificent Seven, The"
4329,1959,"Rio Bravo"
4332,1987,"Suspect"
4333,1987,"Throw Momma from the Train"
4334,2000,"Yi Yi"
4337,1966,"Sand Pebbles, The"
4338,1949,"Twelve O'Clock High"
4339,1965,"Von Ryan's Express"
4340,2001,"Animal, The"
4342,2000,"Big Eden"
4343,2001,"Evolution"
4344,2001,"Swordfish"
4345,2001,"Anniversary Party, The"
4347,2000,"Divided We Fall"
4349,1970,"Catch-22"
4350,1996,"Forgotten Silver"
4351,1991,"Point Break"
4352,1989,"Shag"
4353,1983,"Uncommon Valor"
4354,1992,"Unlawful Entry"
4355,1986,"Youngblood"
4356,1953,"Gentlemen Prefer Blondes"
4357,1953,"How to Marry a Millionaire"
4359,1955,"Seven Year Itch, The"
4360,1954,"There's No Business Like Show Business"
4361,1982,"Tootsie"
4366,2001,"Atlantis: The Lost Empire"
4367,2001,"Lara Croft: Tomb Raider"
4368,2001,"Dr. Dolittle 2"
4369,2001,"Fast and the Furious, The"
4370,2001,"A.I. Artificial Intelligence"
4371,2001,"Baby Boy"
4372,2001,"Crazy/Beautiful"
4375,2000,"Adventures of Felix, The"
4378,2000,"Sexy Beast"
4380,2000,"Princess and the Warrior, The"
4381,2001,"Closet, The"
4383,2000,"Crimson Rivers, The"
4384,2000,"Lumumba"
4386,2001,"Cats & Dogs"
4387,2001,"Kiss of the Dragon"
4388,2001,"Scary Movie 2"
4389,2001,"Lost and Delirious"
4390,2000,"Rape Me"
4391,2000,"Vertical Ray of the Sun, The"
4392,1990,"Alice"
4394,1965,"Beach Blanket Bingo"
4396,1981,"Cannonball Run, The"
4397,1984,"Cannonball Run II"
4399,1964,"Diary of a Chambermaid"
4401,1963,"Donovan's Reef"
4402,1965,"Dr. Goldfoot and the Bikini Machine"
4403,1960,"Fall of the House of Usher, The"
4404,1926,"Faust"
4405,1924,"Last Laugh, The"
4406,1962,"Man Who Shot Liberty Valance, The"
4407,1986,"Salvador"
4409,1991,"Shadows and Fog"
4410,1986,"Something Wild"
4411,1965,"Sons of Katie Elder"
4414,1963,"X: The Man with the X-Ray Eyes"
4415,1981,"Cheech & Chong's Nice Dreams"
4417,1981,"House by the Cemetery, The"
4420,1954,"Barefoot Contessa, The"
4422,1972,"Cries and Whispers"
4424,1970,"Garden of the Finzi-Continis, The"
4426,1955,"Kiss Me Deadly"
4427,1968,"Lion in Winter, The"
4428,1961,"Misfits, The"
4432,1957,"Sweet Smell of Success"
4433,1956,"Written on the Wind"
4437,1977,"Suspiria"
4438,1972,"Fist of Fury"
4440,1971,"Big Boss, The"
4441,1978,"Game of Death"
4442,1985,"Last Dragon, The"
4443,1981,"Outland"
4444,1972,"Way of the Dragon, The"
4445,1998,"T-Rex: Back to the Cretaceous"
4446,2001,"Final Fantasy: The Spirits Within"
4447,2001,"Legally Blonde"
4448,2001,"Score, The"
4450,2001,"Bully"
4451,2001,"Jump Tomorrow"
4452,2001,"Made"
4453,2000,"Michael Jordan to the Max"
4454,1998,"More"
4458,1994,"Africa: The Serengeti"
4459,1997,"Alaska: Spirit of the Wild"
4462,1988,"18 Again!"
4464,1988,"Accidental Tourist, The"
4465,1988,"Accused, The"
4466,1988,"Above the Law"
4467,1988,"Adventures of Baron Munchausen, The"
4469,1988,"Appointment with Death"
4470,1988,"Ariel"
4471,1988,"Arthur 2: On the Rocks"
4473,1988,"Bat*21"
4474,1988,"Beaches"
4475,1988,"Beast of War, The"
4477,1988,"Big Top Pee-Wee"
4478,1988,"Biloxi Blues"
4479,1988,"Bird"
4480,1988,"Blob, The"
4482,1988,"Bright Lights, Big City"
4483,1988,"Caddyshack II"
4486,1988,"Clean and Sober"
4487,1988,"Cocktail"
4488,1988,"Colors"
4489,1988,"Coming to America"
4490,1988,"Couch Trip, The"
4491,1988,"Criminal Law"
4492,1986,"Critters"
4493,1988,"Critters 2: The Main Course"
4495,1988,"Crossing Delancey"
4496,1988,"D.O.A."
4498,1988,"Dead Pool, The"
4499,1988,"Dirty Rotten Scoundrels"
4500,1988,"Drowning by Numbers"
4501,1988,"Elvira, Mistress of the Dark"
4502,1988,"Ernest Saves Christmas"
4503,1988,"Everybody's All-American"
4506,1988,"Frantic"
4508,1988,"Gorillas in the Mist"
4509,1988,"Great Outdoors, The"
4511,1988,"High Spirits"
4515,1988,"Imagine: John Lennon"
4516,1988,"Johnny Be Good"
4518,1988,"The Lair of the White Worm"
4519,1988,"Land Before Time, The"
4520,1988,"License to Drive"
4521,1988,"Little Nikita"
4522,1988,"Masquerade"
4523,1988,"Milagro Beanfield War"
4524,1988,"Moon Over Parador"
4526,1988,"My Stepmother Is an Alien"
4527,1988,"Night in the Life of Jimmy Reardon, A"
4528,1988,"Off Limits"
4529,1987,"Bagdad Cafe"
4531,1988,"Red Heat"
4532,1988,"Return of the Living Dead Part II"
4533,1985,"Return of the Living Dead, The"
4534,1988,"Return to Snowy River"
4535,1982,"Man from Snowy River, The"
4537,1988,"Running on Empty"
4538,1988,"Salome's Last Dance"
4539,1988,"Salsa"
4541,1988,"Serpent and the Rainbow, The"
4543,1988,"Shoot to Kill"
4544,1988,"Short Circuit 2"
4545,1986,"Short Circuit"
4546,1988,"Vanishing, The"
4550,1988,"Switching Channels"
4552,1988,"Tetsuo, the Ironman"
4553,1988,"They Live"
4555,1988,"Torch Song Trilogy"
4557,1988,"Tucker: The Man and His Dream"
4558,1988,"Twins"
4559,1988,"Vice Versa"
4560,1988,"Watchers"
4561,1988,"Waxwork"
4562,1988,"Without a Clue"
4563,1988,"Young Einstein"
4564,1989,"Always"
4565,1985,"American Ninja"
4566,1987,"American Ninja 2: The Confrontation"
4567,1989,"American Ninja 3: Blood Hunt"
4568,1989,"Best of the Best"
4569,1993,"Best of the Best 2"
4570,1989,"Big Picture, The"
4571,1989,"Bill & Ted's Excellent Adventure"
4572,1989,"Black Rain"
4573,1989,"Blaze"
4577,1989,"Casualties of War"
4578,1989,"Chances Are"
4584,1989,"Dream a Little Dream"
4585,1989,"Dream Team, The"
4587,1988,"Earth Girls Are Easy"
4589,1983,"Eddie and the Cruisers"
4590,1989,"Enemies: A Love Story"
4591,1989,"Erik the Viking"
4592,1989,"Experts, The"
4593,1989,"Family Business"
4600,1989,"Gross Anatomy"
4602,1989,"Harlem Nights"
4603,1989,"Her Alibi"
4605,1989,"How to Get Ahead in Advertising"
4606,1989,"Immediate Family"
4608,1989,"Innocent Man, An"
4610,1989,"January Man, The"
4612,1989,"Jesus of Montreal"
4614,1989,"Kickboxer"
4615,1989,"Last Exit to Brooklyn"
4616,1989,"Lean on Me"
4617,1989,"Let It Ride"
4618,1989,"Leviathan"
4619,1989,"Little Monsters"
4621,1989,"Look Who's Talking"
4622,1989,"Loverboy"
4623,1989,"Major League"
4624,1989,"Meet the Feebles"
4625,1989,"Millennium"
4626,1989,"Miracle Mile"
4627,1989,"Miss Firecracker"
4628,1989,"New York Stories"
4629,1989,"Next of Kin"
4630,1989,"No Holds Barred"
4632,1989,"Package, The"
4634,1989,"Penn & Teller Get Killed"
4636,1989,"Punisher, The"
4638,2001,"Jurassic Park III"
4639,2001,"America's Sweethearts"
4640,2000,"Brother"
4641,2001,"Ghost World"
4642,2000,"Hedwig and the Angry Inch"
4643,2001,"Planet of the Apes"
4644,2000,"Bread and Tulips"
4645,1997,"Cure"
4649,2001,"Wet Hot American Summer"
4652,1989,"Return of Swamp Thing, The"
4654,1989,"Road House"
4655,1989,"Romero"
4658,1989,"Santa Sangre"
4659,1989,"Scandal"
4660,1989,"Scenes from the Class Struggle in Beverly Hills"
4661,1989,"Sea of Love"
4662,1989,"See No Evil, Hear No Evil"
4663,1989,"She's Out of Control"
4664,1989,"Shirley Valentine"
4666,1989,"Skin Deep"
4667,1989,"Slaves of New York"
4670,1987,"Stepfather, The"
4673,1989,"Tango & Cash"
4674,1989,"Tap"
4675,1989,"Three Fugitives"
4676,1989,"Troop Beverly Hills"
4677,1989,"Turner & Hooch"
4678,1989,"UHF"
4679,1989,"Uncle Buck"
4680,1989,"Vampire's Kiss"
4681,1989,"War of the Roses, The"
4682,1989,"Warlock"
4684,1989,"Worth Winning"
4686,1993,"Weekend at Bernie's II"
4687,1963,"Billy Liar"
4688,1991,"Black Robe"
4690,1984,"Cotton Club, The"
4691,1985,"Def-Con 4"
4692,1984,"Hotel New Hampshire, The"
4696,1981,"Zorro, the Gay Blade"
4697,1982,"Basket Case"
4698,1997,"Orphans"
4699,2001,"Original Sin"
4700,2001,"Princess Diaries, The"
4701,2001,"Rush Hour 2"
4703,1988,"Chocolat"
4704,1962,"Hatari!"
4705,1978,"Cage aux Folles, La"
4706,1980,"Cage aux Folles II, La"
4709,1969,"Paint Your Wagon"
4710,1976,"Shootist, The"
4711,1993,"Theremin: An Electronic Odyssey"
4712,1970,"Wild Child, The"
4713,1980,"Altered States"
4714,1980,"Any Which Way You Can"
4716,1980,"Bad Timing: A Sensual Obsession"
4717,1980,"Battle Creek Brawl"
4718,2001,"American Pie 2"
4719,2001,"Osmosis Jones"
4720,2001,"Others, The"
4721,2001,"American Outlaws"
4722,2001,"All Over the Guy"
4723,2001,"Deep End, The"
4724,2001,"On the Edge"
4725,2001,"Session 9"
4727,2001,"Captain Corelli's Mandolin"
4728,2001,"Rat Race"
4731,2000,"Innocence"
4732,2001,"Bubble Boy"
4733,2001,"Curse of the Jade Scorpion, The"
4734,2001,"Jay and Silent Bob Strike Back"
4735,2001,"Ghosts of Mars"
4736,2001,"Summer Catch"
4737,2001,"American Rhapsody, An"
4738,2000,"Happy Accidents"
4740,2000,"Maybe Baby"
4741,2000,"Together"
4743,2001,"Tortilla Soup"
4744,2001,"Jeepers Creepers"
4745,2001,"O"
4748,1992,"3 Ninjas"
4749,1994,"3 Ninjas Kick Back"
4750,1995,"3 Ninjas Knuckle Up"
4751,1980,"Hunter, The"
4752,1980,"Maniac"
4753,1986,"Vamp"
4754,1973,"Wicker Man, The"
4755,1996,"Wish Upon a Star"
4756,2001,"Musketeer, The"
4757,2001,"Rock Star"
4761,2001,"Diamond Men"
4763,2000,"Iron Ladies, The"
4765,2001,"L.I.E."
4766,2000,"Our Lady of the Assassins"
4767,1955,"Abbott and Costello Meet the Mummy"
4768,1922,"Dr. Mabuse: The Gambler"
4769,2000,"Into the Arms of Strangers: Stories of the Kindertransport"
4770,2001,"Glass House, The"
4771,2001,"Hardball"
4772,2000,"Dinner Rush"
4774,2002,"Big Trouble"
4775,2001,"Glitter"
4776,2001,"Training Day"
4782,2001,"Sidewalks of New York"
4783,2000,"Endurance: Shackleton's Legendary Antarctic Expedition, The"
4784,1981,"French Lieutenant's Woman, The"
4787,1991,"Little Man Tate"
4789,1974,"Phantom of the Paradise"
4792,1960,"13 Ghosts"
4795,1964,"Father Goose"
4796,1960,"Grass Is Greener, The"
4798,1958,"Indiscreet"
4799,1963,"It's a Mad, Mad, Mad, Mad World"
4800,1937,"King Solomon's Mines"
4801,1941,"Little Foxes, The"
4802,1959,"Operation Petticoat"
4803,1971,"Play Misty for Me"
4804,1961,"Pocketful of Miracles"
4806,1965,"Shop on Main Street, The"
4809,1983,"Silkwood"
4810,1977,"I Never Promised You a Rose Garden"
4811,1979,"Quadrophenia"
4812,1986,"SpaceCamp"
4814,2001,"Don't Say a Word"
4815,2001,"Hearts in Atlantis"
4816,2001,"Zoolander"
4818,2001,"Extreme Days"
4821,2001,"Joy Ride"
4822,2001,"Max Keeble's Big Move"
4823,2001,"Serendipity"
4826,1980,"Big Red One, The"
4830,1980,"Brubaker"
4831,1980,"Can't Stop the Music"
4832,1980,"Carny"
4833,1980,"Changeling, The"
4834,1980,"Cheech & Chong's Next Movie"
4835,1980,"Coal Miner's Daughter"
4836,1980,"Competition, The"
4837,1980,"Cruising"
4840,1980,"Last Metro, The"
4842,1980,"Dogs of War, The"
4844,2001,"Bandits"
4846,1993,"Iron Monkey"
4848,2001,"Mulholland Drive"
4849,2001,"My First Mister"
4851,2001,"Things Behind the Sun"
4854,1967,"Clambake"
4855,1971,"Dirty Harry"
4857,1971,"Fiddler on the Roof"
4859,1988,"Kansas"
4861,1997,"Mission to Mir"
4862,1991,"Not Without My Daughter"
4863,1975,"Female Trouble"
4865,2001,"From Hell"
4866,2001,"Last Castle, The"
4867,2001,"Riding in Cars with Boys"
4873,2001,"Waking Life"
4874,2001,"K-PAX"
4875,2001,"On the Line"
4876,2001,"Thirteen Ghosts"
4878,2001,"Donnie Darko"
4880,2001,"Life as a House"
4881,2001,"Man Who Wasn't There, The"
4885,2001,"Domestic Disturbance"
4886,2001,"Monsters, Inc."
4887,2001,"One, The"
4888,2001,"Tape"
4889,2001,"Heist"
4890,2001,"Shallow Hal"
4893,1979,"When a Stranger Calls"
4895,2001,"Wash, The"
4896,2001,"Harry Potter and the Sorcerer's Stone"
4897,2001,"Fluffer, The"
4898,2001,"Novocaine"
4899,2001,"Black Knight"
4901,2001,"Spy Game"
4902,2001,"Devil's Backbone, The"
4903,2001,"In the Bedroom"
4911,1977,"Jabberwocky"
4912,1968,"Funny Girl"
4914,1960,"Breathless"
4915,1982,"Beastmaster, The"
4920,1942,"Now, Voyager"
4921,1933,"Little Women"
4923,1943,"Guadalcanal Diary"
4925,1978,"Cheap Detective, The"
4927,1977,"Last Wave, The"
4928,1977,"That Obscure Object of Desire"
4929,1982,"Toy, The"
4930,1966,"Funeral in Berlin"
4932,1980,"Dressed to Kill"
4933,1980,"Earthling, The"
4936,1980,"Fame"
4941,1980,"Flash Gordon"
4945,1976,"Enforcer, The"
4947,1977,"Gauntlet, The"
4948,1958,"I Bury the Living"
4949,1985,"Invasion U.S.A."
4951,1990,"Lord of the Flies"
4952,1985,"Morons From Outer Space"
4954,1960,"Ocean's Eleven"
4956,1980,"Stunt Man, The"
4957,1983,"Sudden Impact"
4958,2001,"Behind Enemy Lines"
4960,2000,"Independent, The"
4961,2001,"Pornstar: The Legend of Ron Jeremy"
4963,2001,"Ocean's Eleven"
4964,2001,"Baran"
4965,2001,"Business of Strangers, The"
4967,2001,"No Man's Land"
4968,2001,"Piñero"
4969,1945,"And Then There Were None"
4970,1930,"Blue Angel, The"
4971,1984,"Moscow on the Hudson"
4972,1970,"Owl and the Pussycat, The"
4973,2001,"Amelie"
4974,2001,"Not Another Teen Movie"
4975,2001,"Vanilla Sky"
4976,2001,"Iris"
4977,2001,"Kandahar"
4978,2001,"Lantana"
4979,2001,"Royal Tenenbaums, The"
4980,1991,"Bill & Ted's Bogus Journey"
4981,1986,"Clockwise"
4984,1966,"Morgan!"
4987,1983,"Spacehunter: Adventures in the Forbidden Zone"
4988,1987,"White Water Summer"
4989,2001,"How High"
4990,2001,"Jimmy Neutron: Boy Genius"
4992,2001,"Kate & Leopold"
4993,2001,"Lord of the Rings: The Fellowship of the Ring, The"
4994,2001,"Majestic, The"
4995,2001,"Beautiful Mind, A"
4996,2000,"Little Otik"
4998,1958,"Defiant Ones, The"
4999,1936,"Dodsworth"
5000,1969,"Medium Cool"
5001,1943,"Sahara"
5002,1972,"Fritz the Cat"
5003,1974,"Nine Lives of Fritz the Cat, The"
5004,1968,"Party, The"
5008,1957,"Witness for the Prosecution"
5009,2001,"Ali"
5010,2001,"Black Hawk Down"
5012,1983,"Yentl"
5013,2001,"Gosford Park"
5014,2001,"I Am Sam"
5015,2001,"Monster's Ball"
5016,2001,"Shipping News, The"
5017,1953,"Big Heat, The"
5018,1991,"Motorama"
5021,1976,"Murder by Death"
5022,1963,"Servant, The"
5023,1992,"Waterdance, The"
5025,2002,"Orange County"
5026,2001,"Brotherhood of the Wolf"
